D:\lel\data\IMG\center_2020_10_02_08_43_22_633.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_22_633.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_22_633.jpg, 0, 1, 0, 21.76011
D:\lel\data\IMG\center_2020_10_02_08_43_22_733.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_22_733.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_22_733.jpg, 0, 1, 0, 22.70932
D:\lel\data\IMG\center_2020_10_02_08_43_22_838.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_22_838.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_22_838.jpg, 0, 1, 0, 23.70721
D:\lel\data\IMG\center_2020_10_02_08_43_22_943.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_22_943.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_22_943.jpg, 0, 1, 0, 24.67166
D:\lel\data\IMG\center_2020_10_02_08_43_23_051.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_051.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_051.jpg, 0, 1, 0, 25.82267
D:\lel\data\IMG\center_2020_10_02_08_43_23_158.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_158.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_158.jpg, -0.3208155, 1, 0, 26.70711
D:\lel\data\IMG\center_2020_10_02_08_43_23_261.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_261.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_261.jpg, -0.04307546, 1, 0, 27.63752
D:\lel\data\IMG\center_2020_10_02_08_43_23_369.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_369.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_369.jpg, 0, 1, 0, 28.56147
D:\lel\data\IMG\center_2020_10_02_08_43_23_471.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_471.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_471.jpg, 0, 1, 0, 29.6638
D:\lel\data\IMG\center_2020_10_02_08_43_23_577.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_577.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_577.jpg, 0, 1, 0, 30.1897
D:\lel\data\IMG\center_2020_10_02_08_43_23_684.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_684.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_684.jpg, -0.2930346, 1, 0, 30.17057
D:\lel\data\IMG\center_2020_10_02_08_43_23_791.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_791.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_791.jpg, -0.002784908, 1, 0, 30.18941
D:\lel\data\IMG\center_2020_10_02_08_43_23_898.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_23_898.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_23_898.jpg, 0, 1, 0, 30.19014
D:\lel\data\IMG\center_2020_10_02_08_43_24_002.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_002.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_002.jpg, 0, 0.8294467, 0, 30.15979
D:\lel\data\IMG\center_2020_10_02_08_43_24_104.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_104.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_104.jpg, -0.0362205, 0.5233696, 0, 30.08423
D:\lel\data\IMG\center_2020_10_02_08_43_24_205.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_205.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_205.jpg, -0.3350382, 0.7622989, 0, 30.09548
D:\lel\data\IMG\center_2020_10_02_08_43_24_313.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_313.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_313.jpg, -0.04290812, 1, 0, 30.1895
D:\lel\data\IMG\center_2020_10_02_08_43_24_414.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_414.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_414.jpg, 0, 1, 0, 30.18979
D:\lel\data\IMG\center_2020_10_02_08_43_24_519.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_519.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_519.jpg, 0, 1, 0, 30.19025
D:\lel\data\IMG\center_2020_10_02_08_43_24_624.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_624.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_624.jpg, 0, 1, 0, 30.1903
D:\lel\data\IMG\center_2020_10_02_08_43_24_724.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_724.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_724.jpg, 0, 1, 0, 30.19028
D:\lel\data\IMG\center_2020_10_02_08_43_24_833.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_833.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_833.jpg, -0.32243, 1, 0, 30.16687
D:\lel\data\IMG\center_2020_10_02_08_43_24_941.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_24_941.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_24_941.jpg, -0.02645212, 1, 0, 30.18996
D:\lel\data\IMG\center_2020_10_02_08_43_25_047.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_047.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_047.jpg, 0, 1, 0, 30.18907
D:\lel\data\IMG\center_2020_10_02_08_43_25_155.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_155.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_155.jpg, 0, 1, 0, 30.19026
D:\lel\data\IMG\center_2020_10_02_08_43_25_261.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_261.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_261.jpg, -0.0271524, 1, 0, 30.18935
D:\lel\data\IMG\center_2020_10_02_08_43_25_368.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_368.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_368.jpg, -0.04392751, 1, 0, 30.19059
D:\lel\data\IMG\center_2020_10_02_08_43_25_474.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_474.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_474.jpg, 0, 1, 0, 30.19019
D:\lel\data\IMG\center_2020_10_02_08_43_25_581.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_581.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_581.jpg, 0, 1, 0, 30.19027
D:\lel\data\IMG\center_2020_10_02_08_43_25_685.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_685.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_685.jpg, -0.0283476, 1, 0, 30.19019
D:\lel\data\IMG\center_2020_10_02_08_43_25_794.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_794.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_794.jpg, -0.2606253, 1, 0, 30.17592
D:\lel\data\IMG\center_2020_10_02_08_43_25_895.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_25_895.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_25_895.jpg, 0, 1, 0, 30.18991
D:\lel\data\IMG\center_2020_10_02_08_43_26_001.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_001.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_001.jpg, 0, 1, 0, 30.19036
D:\lel\data\IMG\center_2020_10_02_08_43_26_105.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_105.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_105.jpg, 0, 1, 0, 30.19068
D:\lel\data\IMG\center_2020_10_02_08_43_26_206.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_206.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_206.jpg, 0, 1, 0, 30.19016
D:\lel\data\IMG\center_2020_10_02_08_43_26_315.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_315.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_315.jpg, 0, 1, 0, 30.18954
D:\lel\data\IMG\center_2020_10_02_08_43_26_423.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_423.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_423.jpg, -0.2272977, 1, 0, 30.17859
D:\lel\data\IMG\center_2020_10_02_08_43_26_527.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_527.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_527.jpg, 0, 1, 0, 30.18933
D:\lel\data\IMG\center_2020_10_02_08_43_26_636.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_636.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_636.jpg, 0, 1, 0, 30.19024
D:\lel\data\IMG\center_2020_10_02_08_43_26_744.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_744.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_744.jpg, 0, 1, 0, 30.19032
D:\lel\data\IMG\center_2020_10_02_08_43_26_846.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_846.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_846.jpg, -0.126852, 1, 0, 30.18656
D:\lel\data\IMG\center_2020_10_02_08_43_26_947.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_26_947.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_26_947.jpg, 0, 1, 0, 30.19025
D:\lel\data\IMG\center_2020_10_02_08_43_27_048.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_048.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_048.jpg, 0, 1, 0, 30.19036
D:\lel\data\IMG\center_2020_10_02_08_43_27_148.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_148.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_148.jpg, 0, 1, 0, 30.19038
D:\lel\data\IMG\center_2020_10_02_08_43_27_257.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_257.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_257.jpg, 0, 1, 0, 30.19011
D:\lel\data\IMG\center_2020_10_02_08_43_27_374.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_374.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_374.jpg, -0.2966262, 1, 0, 30.16932
D:\lel\data\IMG\center_2020_10_02_08_43_27_479.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_479.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_479.jpg, -0.005156391, 1, 0, 30.18908
D:\lel\data\IMG\center_2020_10_02_08_43_27_586.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_586.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_586.jpg, 0, 1, 0, 30.18989
D:\lel\data\IMG\center_2020_10_02_08_43_27_692.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_692.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_692.jpg, 0, 1, 0, 30.19029
D:\lel\data\IMG\center_2020_10_02_08_43_27_799.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_799.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_799.jpg, 0, 1, 0, 30.1903
D:\lel\data\IMG\center_2020_10_02_08_43_27_901.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_27_901.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_27_901.jpg, 0, 1, 0, 30.19032
D:\lel\data\IMG\center_2020_10_02_08_43_28_010.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_010.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_010.jpg, 0, 1, 0, 30.19031
D:\lel\data\IMG\center_2020_10_02_08_43_28_116.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_116.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_116.jpg, -0.20328, 1, 0, 30.18016
D:\lel\data\IMG\center_2020_10_02_08_43_28_225.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_225.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_225.jpg, 0, 1, 0, 30.19011
D:\lel\data\IMG\center_2020_10_02_08_43_28_333.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_333.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_333.jpg, 0, 1, 0, 30.19044
D:\lel\data\IMG\center_2020_10_02_08_43_28_442.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_442.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_442.jpg, 0, 1, 0, 30.19007
D:\lel\data\IMG\center_2020_10_02_08_43_28_549.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_549.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_549.jpg, 0, 1, 0, 30.19029
D:\lel\data\IMG\center_2020_10_02_08_43_28_650.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_650.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_650.jpg, 0, 1, 0, 30.18993
D:\lel\data\IMG\center_2020_10_02_08_43_28_755.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_755.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_755.jpg, -0.198543, 1, 0, 30.18054
D:\lel\data\IMG\center_2020_10_02_08_43_28_863.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_863.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_863.jpg, 0, 1, 0, 30.18957
D:\lel\data\IMG\center_2020_10_02_08_43_28_964.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_28_964.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_28_964.jpg, 0, 1, 0, 30.19024
D:\lel\data\IMG\center_2020_10_02_08_43_29_068.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_068.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_068.jpg, 0, 1, 0, 30.19036
D:\lel\data\IMG\center_2020_10_02_08_43_29_173.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_173.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_173.jpg, 0, 1, 0, 30.19036
D:\lel\data\IMG\center_2020_10_02_08_43_29_277.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_277.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_277.jpg, 0, 0.9197605, 0, 30.19038
D:\lel\data\IMG\center_2020_10_02_08_43_29_383.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_383.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_383.jpg, 0, 0.5989435, 0, 30.10888
D:\lel\data\IMG\center_2020_10_02_08_43_29_491.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_491.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_491.jpg, 0, 0.2768641, 0, 30.0206
D:\lel\data\IMG\center_2020_10_02_08_43_29_594.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_594.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_594.jpg, 0, 0.58474, 0, 30.07357
D:\lel\data\IMG\center_2020_10_02_08_43_29_694.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_694.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_694.jpg, -0.0562722, 0.8889181, 0, 30.15072
D:\lel\data\IMG\center_2020_10_02_08_43_29_801.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_801.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_801.jpg, -0.1607193, 1, 0, 30.18598
D:\lel\data\IMG\center_2020_10_02_08_43_29_911.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_29_911.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_29_911.jpg, 0, 1, 0, 30.18991
D:\lel\data\IMG\center_2020_10_02_08_43_30_018.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_018.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_018.jpg, 0, 1, 0, 30.19021
D:\lel\data\IMG\center_2020_10_02_08_43_30_121.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_121.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_121.jpg, 0, 1, 0, 30.19029
D:\lel\data\IMG\center_2020_10_02_08_43_30_223.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_223.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_223.jpg, 0, 1, 0, 30.19029
D:\lel\data\IMG\center_2020_10_02_08_43_30_325.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_325.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_325.jpg, 0, 1, 0, 30.19029
D:\lel\data\IMG\center_2020_10_02_08_43_30_430.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_430.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_430.jpg, -0.1140882, 1, 0, 30.18707
D:\lel\data\IMG\center_2020_10_02_08_43_30_530.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_530.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_530.jpg, 0, 1, 0, 30.19027
D:\lel\data\IMG\center_2020_10_02_08_43_30_633.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_633.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_633.jpg, 0, 1, 0, 30.19032
D:\lel\data\IMG\center_2020_10_02_08_43_30_739.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_739.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_739.jpg, 0, 1, 0, 30.19035
D:\lel\data\IMG\center_2020_10_02_08_43_30_848.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_848.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_848.jpg, 0, 1, 0, 30.19033
D:\lel\data\IMG\center_2020_10_02_08_43_30_957.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_30_957.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_30_957.jpg, -0.1567266, 1, 0, 30.18367
D:\lel\data\IMG\center_2020_10_02_08_43_31_062.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_062.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_062.jpg, 0, 1, 0, 30.19017
D:\lel\data\IMG\center_2020_10_02_08_43_31_171.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_171.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_171.jpg, 0, 1, 0, 30.19003
D:\lel\data\IMG\center_2020_10_02_08_43_31_280.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_280.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_280.jpg, 0, 1, 0, 30.19016
D:\lel\data\IMG\center_2020_10_02_08_43_31_386.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_386.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_386.jpg, 0, 1, 0, 30.19016
D:\lel\data\IMG\center_2020_10_02_08_43_31_494.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_494.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_494.jpg, -0.1464834, 1, 0, 30.18755
D:\lel\data\IMG\center_2020_10_02_08_43_31_604.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_604.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_604.jpg, 0, 1, 0, 30.1899
D:\lel\data\IMG\center_2020_10_02_08_43_31_712.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_712.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_712.jpg, 0, 1, 0, 30.19027
D:\lel\data\IMG\center_2020_10_02_08_43_31_821.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_821.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_821.jpg, 0, 1, 0, 30.19035
D:\lel\data\IMG\center_2020_10_02_08_43_31_933.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_31_933.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_31_933.jpg, 0, 1, 0, 30.19035
D:\lel\data\IMG\center_2020_10_02_08_43_32_035.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_035.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_035.jpg, -0.1786383, 1, 0, 30.18207
D:\lel\data\IMG\center_2020_10_02_08_43_32_140.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_140.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_140.jpg, 0, 1, 0, 30.19022
D:\lel\data\IMG\center_2020_10_02_08_43_32_241.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_241.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_241.jpg, 0, 1, 0, 30.19007
D:\lel\data\IMG\center_2020_10_02_08_43_32_349.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_349.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_349.jpg, 0, 1, 0, 30.19027
D:\lel\data\IMG\center_2020_10_02_08_43_32_454.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_454.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_454.jpg, 0, 1, 0, 30.19008
D:\lel\data\IMG\center_2020_10_02_08_43_32_563.jpg, D:\lel\data\IMG\left_2020_10_02_08_43_32_563.jpg, D:\lel\data\IMG\right_2020_10_02_08_43_32_563.jpg, 0, 1, 0, 30.1902
